id_producto,id_cliente,tipo_producto,estado_producto,fecha_apertura,fecha_vencimiento,saldo_actual,limite_credito,tasa_interes,moneda,sucursal_apertura
2402,6FA6AEC4,Cuenta Ahorros,Inactivo,2020-03-29,,36320.87,0,0,CLP,Sucursal 2 - Sur
2403,86E4790D,Inversión a Plazo,Cancelado,2020-05-14,2022-04-17,57774.52,0,1.61,ARS,Sucursal 5 - Oeste
2404,30BEEAD6,CDT,Inactivo,2021-09-24,2021-11-13,44902.22,0,21.19,GBP,Sucursal 8 - Oeste
2405,6A870131,Préstamo Personal,Cerrado,2018-04-30,2023-04-02,27482.38,43914.87,1.43,GBP,Sucursal 6 - Oeste
2406,7F867D41,Leasing,Cancelado,2023-09-12,,4250.15,0,0,GBP,Sucursal 15 - Sur
2407,7F867D41,Cuenta Ahorros,Cerrado,2022-03-01,,79067.95,0,0,GBP,Sucursal 13 - Centro
2408,7F867D41,Seguro Automóvil,Vencido,2020-06-13,,44540.36,0,0,EUR,Sucursal 18 - Oeste
2409,7F867D41,Préstamo Hipotecario,Bloqueado,2022-09-15,2024-06-29,28749.95,78840.76,17.03,COP,Sucursal 13 - Centro
2410,4498083D,Cuenta Corriente,Vencido,2020-01-11,,3615.31,0,0,ARS,Sucursal 7 - Norte
2411,4498083D,Tarjeta Crédito,Cerrado,2021-11-24,2026-04-15,44010.79,106983.61,12.25,ARS,Sucursal 15 - Sur
2412,4498083D,Fondo Mutuo,Cancelado,2023-12-08,2025-10-01,71235.62,0,15.8,BRL,Sucursal 2 - Sur
2413,BA2D047F,Seguro Automóvil,Inactivo,2018-05-16,,37042.79,0,0,MXN,Sucursal 13 - Centro
2414,BA2D047F,Seguro Automóvil,Cancelado,2019-02-21,,48984.06,0,0,ARS,Sucursal 5 - Oeste
2415,06CCE9C2,Tarjeta Crédito,Cancelado,2019-07-28,2023-07-23,24436.14,57444.53,4.82,ARS,Sucursal 18 - Oeste
2416,06CCE9C2,Tarjeta Crédito,Activo,2020-01-18,2022-01-06,35066.79,101551.32,20.55,COP,Sucursal 17 - Norte
2417,06CCE9C2,Tarjeta Crédito,Bloqueado,2018-09-10,2021-12-31,25226.89,34177.84,1.07,JPY,Sucursal 8 - Oeste
2418,06CCE9C2,Cuenta Ahorros,Bloqueado,2023-10-25,,23656.26,0,0,USD,Sucursal 16 - Centro
2419,06CCE9C2,Tarjeta Crédito,Activo,2018-04-29,2021-06-18,43566.65,118197.74,3.62,GBP,Sucursal 5 - Oeste
2420,02C016EC,Inversión a Plazo,Inactivo,2018-12-12,2019-03-11,88205.25,0,11.66,BRL,Sucursal 15 - Sur
2421,02C016EC,Préstamo Hipotecario,En proceso de aprobación,2019-10-25,2024-01-24,18481.48,38169.22,22.74,PEN,Sucursal 1 - Oeste
2422,02C016EC,Préstamo Personal,En proceso de aprobación,2023-10-04,2027-07-27,7662.22,13230.93,10.35,PEN,Sucursal 8 - Oeste
2423,02C016EC,CDT,Inactivo,2023-12-15,2024-11-08,9413.67,0,17.93,PEN,Sucursal 17 - Norte
2424,02C016EC,Tarjeta Crédito,En proceso de aprobación,2018-05-17,2019-06-28,1832.45,3937.11,8.29,ARS,Sucursal 4 - Norte
2425,D4F7C3DA,Leasing,Bloqueado,2019-03-07,,43043.34,0,0,ARS,Sucursal 8 - Oeste
2426,D4F7C3DA,Inversión a Plazo,Activo,2018-08-25,2019-06-26,92214.99,0,21.79,EUR,Sucursal 9 - Centro
2427,0463CC14,Fondo Mutuo,Inactivo,2018-03-13,2020-07-18,29587.96,0,19.4,USD,Sucursal 20 - Este
2428,0463CC14,Préstamo Automotriz,Cancelado,2023-06-16,2025-07-28,26110.5,75867.01,2.27,ARS,Sucursal 1 - Oeste
2429,0463CC14,Inversión a Plazo,Vencido,2018-10-19,2020-09-15,51431.71,0,13.11,JPY,Sucursal 20 - Este
2430,0463CC14,Tarjeta Crédito,Inactivo,2021-06-04,2023-04-11,49322.96,75725.58,23.1,USD,Sucursal 8 - Oeste
2431,0463CC14,Seguro Hogar,Activo,2020-07-15,,27315.2,0,0,JPY,Sucursal 12 - Sur
2432,26E0C784,Seguro Automóvil,Inactivo,2020-09-06,,58246.98,0,0,BRL,Sucursal 7 - Norte
2433,0CAAFCBA,Cuenta Ahorros,Inactivo,2023-05-24,,33911.17,0,0,EUR,Sucursal 14 - Norte
2434,0CAAFCBA,Seguro Hogar,En proceso de aprobación,2022-06-07,,25542.98,0,0,MXN,Sucursal 2 - Sur
2435,0CAAFCBA,Préstamo Automotriz,En proceso de aprobación,2018-08-16,2020-05-10,49892.31,125243.72,11.03,MXN,Sucursal 2 - Sur
2436,0CAAFCBA,Préstamo Automotriz,En proceso de aprobación,2021-11-22,2022-09-07,38182.43,69409.62,12.54,EUR,Sucursal 4 - Norte
2437,721704A5,CDT,Vencido,2022-04-30,2024-11-18,84268.16,0,12.01,EUR,Sucursal 2 - Sur
2438,7C0B0126,Cuenta Corriente,En proceso de aprobación,2023-09-22,,21856.41,0,0,JPY,Sucursal 9 - Centro
2439,7C0B0126,Cuenta Corriente,Activo,2023-09-19,,47164.33,0,0,JPY,Sucursal 3 - Este
2440,7C0B0126,Leasing,Activo,2021-03-15,,7473.19,0,0,PEN,Sucursal 4 - Norte
2441,7C0B0126,Seguro Vida,Moroso,2020-04-27,,90601.98,0,0,PEN,Sucursal 12 - Sur
2442,7C0B0126,Leasing,Cerrado,2018-08-10,,14386.79,0,0,JPY,Sucursal 11 - Centro
2443,F8287BA3,Inversión a Plazo,Moroso,2022-09-12,2024-10-15,88220.89,0,9.14,JPY,Sucursal 6 - Oeste
2444,D9ABCA83,Leasing,Activo,2021-09-01,,6956.22,0,0,GBP,Sucursal 15 - Sur
2445,D9ABCA83,Leasing,En proceso de aprobación,2021-12-08,,12715.97,0,0,GBP,Sucursal 12 - Sur
2446,D9ABCA83,Préstamo Hipotecario,Cerrado,2019-01-05,2020-05-29,1679.44,4565.09,20.73,EUR,Sucursal 6 - Oeste
2447,D9ABCA83,Cuenta Ahorros,Cerrado,2019-09-12,,80993.38,0,0,MXN,Sucursal 15 - Sur
2448,D9ABCA83,CDT,Cancelado,2021-01-27,2023-09-16,48934.66,0,16.78,JPY,Sucursal 15 - Sur
2449,C36CFF99,Tarjeta Crédito,Cerrado,2022-01-20,2023-01-03,13992.76,38114.29,19.12,ARS,Sucursal 6 - Oeste
2450,C36CFF99,Fondo Mutuo,Moroso,2018-10-31,2019-02-26,13414.24,0,11.74,CLP,Sucursal 14 - Norte
2451,C36CFF99,Leasing,Bloqueado,2019-04-17,,98590.94,0,0,MXN,Sucursal 4 - Norte
2452,A0E6A309,Tarjeta Crédito,Inactivo,2018-12-02,2020-12-31,9960.97,13581.36,21.34,BRL,Sucursal 13 - Centro
2453,A0E6A309,Préstamo Personal,Cancelado,2020-09-08,2024-09-21,23391.53,42206.27,11.21,PEN,Sucursal 14 - Norte
2454,3E8132A6,Inversión a Plazo,Cancelado,2019-09-07,2021-07-08,98006.78,0,3.36,ARS,Sucursal 11 - Centro
2455,3E8132A6,Seguro Vida,En proceso de aprobación,2021-06-30,,24813.17,0,0,CLP,Sucursal 3 - Este
2456,93B07BE6,Tarjeta Crédito,Inactivo,2022-01-09,2024-11-18,3225.69,8356.81,23.38,MXN,Sucursal 5 - Oeste
2457,93B07BE6,Préstamo Personal,Cancelado,2018-07-21,2020-07-31,4608.11,10602.2,18.64,COP,Sucursal 10 - Norte
2458,93B07BE6,Seguro Hogar,Cerrado,2023-09-19,,75838.26,0,0,USD,Sucursal 14 - Norte
2459,93B07BE6,Inversión a Plazo,Moroso,2021-06-16,2023-07-28,85345.19,0,23.55,EUR,Sucursal 5 - Oeste
2460,30AFE0BB,CDT,Vencido,2022-09-28,2023-11-13,58429.45,0,19.16,COP,Sucursal 20 - Este
2461,30AFE0BB,Seguro Hogar,En proceso de aprobación,2022-03-26,,25445.27,0,0,JPY,Sucursal 17 - Norte
2462,44BA57EC,Préstamo Automotriz,Cerrado,2023-12-02,2026-03-26,35560.8,88828.96,9.59,ARS,Sucursal 5 - Oeste
2463,44BA57EC,Inversión a Plazo,En proceso de aprobación,2023-01-03,2024-06-06,7387.5,0,24.76,CLP,Sucursal 10 - Norte
2464,44BA57EC,Seguro Automóvil,Inactivo,2023-11-15,,60869.02,0,0,BRL,Sucursal 12 - Sur
2465,A6CBD9C2,Inversión a Plazo,En proceso de aprobación,2023-11-10,2024-07-20,40557.16,0,10.26,JPY,Sucursal 11 - Centro
2466,A6CBD9C2,Leasing,Activo,2023-10-28,,79782.54,0,0,BRL,Sucursal 7 - Norte
2467,A6CBD9C2,Inversión a Plazo,Vencido,2020-04-13,2023-03-29,34164.98,0,7.75,JPY,Sucursal 4 - Norte
2468,A6CBD9C2,Leasing,Activo,2021-04-26,,49270.58,0,0,GBP,Sucursal 3 - Este
2469,A6CBD9C2,Leasing,En proceso de aprobación,2023-09-07,,40099.55,0,0,EUR,Sucursal 8 - Oeste
2470,734DB27B,Inversión a Plazo,Moroso,2018-04-19,2020-09-03,68475.19,0,8.08,COP,Sucursal 2 - Sur
2471,734DB27B,CDT,Activo,2021-06-15,2022-06-26,85287.66,0,19.69,JPY,Sucursal 8 - Oeste
2472,734DB27B,Leasing,Moroso,2021-08-18,,67454.0,0,0,PEN,Sucursal 5 - Oeste
2473,4D7C07A4,Inversión a Plazo,Vencido,2021-09-02,2022-08-22,63565.32,0,6.26,EUR,Sucursal 7 - Norte
2474,4D7C07A4,Préstamo Hipotecario,Activo,2022-07-17,2025-07-14,12323.53,32210.69,3.03,GBP,Sucursal 7 - Norte
2475,4D7C07A4,Leasing,Cerrado,2018-10-28,,38693.87,0,0,EUR,Sucursal 5 - Oeste
2476,4D7C07A4,Préstamo Automotriz,Inactivo,2020-09-26,2024-10-02,21880.51,65117.23,21.78,GBP,Sucursal 10 - Norte
2477,B7FD74BD,Seguro Automóvil,Moroso,2023-03-23,,6554.97,0,0,BRL,Sucursal 15 - Sur
2478,B7FD74BD,CDT,Inactivo,2023-04-08,2024-12-27,19617.31,0,22.52,COP,Sucursal 18 - Oeste
2479,B7FD74BD,Préstamo Hipotecario,Activo,2022-05-27,2022-12-22,43858.7,121860.62,12.49,MXN,Sucursal 7 - Norte
2480,B7FD74BD,Seguro Vida,Cerrado,2022-04-11,,34932.03,0,0,EUR,Sucursal 7 - Norte
2481,1B620EC4,Leasing,Cerrado,2021-08-17,,70082.57,0,0,GBP,Sucursal 20 - Este
2482,DF964E26,Seguro Hogar,En proceso de aprobación,2019-11-07,,14875.69,0,0,BRL,Sucursal 6 - Oeste
2483,DF964E26,Cuenta Corriente,Moroso,2018-09-17,,48192.26,0,0,MXN,Sucursal 6 - Oeste
2484,DF964E26,Inversión a Plazo,Activo,2019-03-28,2021-10-16,73747.18,0,7.47,ARS,Sucursal 6 - Oeste
2485,DF964E26,Cuenta Ahorros,Moroso,2019-07-05,,62847.69,0,0,MXN,Sucursal 19 - Norte
2486,DF964E26,Seguro Automóvil,En proceso de aprobación,2021-10-12,,53048.7,0,0,BRL,Sucursal 20 - Este
2487,F4C4A17E,CDT,Bloqueado,2018-08-07,2020-03-28,98410.79,0,8.58,EUR,Sucursal 4 - Norte
2488,F4C4A17E,Cuenta Ahorros,En proceso de aprobación,2020-01-21,,7370.15,0,0,MXN,Sucursal 4 - Norte
2489,F4C4A17E,Seguro Vida,Inactivo,2023-05-31,,10608.64,0,0,COP,Sucursal 15 - Sur
2490,50179378,Tarjeta Crédito,Moroso,2020-04-13,2022-05-12,1021.62,1606.8,22.17,PEN,Sucursal 8 - Oeste
2491,DC67B366,Inversión a Plazo,Moroso,2021-11-30,2024-02-18,61339.95,0,1.41,GBP,Sucursal 13 - Centro
2492,DC67B366,Cuenta Ahorros,Cerrado,2020-07-26,,66992.82,0,0,ARS,Sucursal 9 - Centro
2493,DC67B366,Seguro Hogar,Vencido,2022-05-01,,52943.48,0,0,MXN,Sucursal 3 - Este
2494,DC67B366,CDT,En proceso de aprobación,2018-04-01,2020-03-18,46653.92,0,16.34,ARS,Sucursal 15 - Sur
2495,DC67B366,CDT,Bloqueado,2019-04-06,2020-11-28,97183.8,0,19.29,MXN,Sucursal 12 - Sur
2496,20872CA5,Préstamo Hipotecario,Moroso,2022-04-17,2025-08-27,30160.34,83793.99,11.12,BRL,Sucursal 11 - Centro
2497,20872CA5,Seguro Vida,Cancelado,2022-07-15,,5181.73,0,0,USD,Sucursal 13 - Centro
2498,20872CA5,Seguro Vida,En proceso de aprobación,2021-11-03,,61493.07,0,0,COP,Sucursal 8 - Oeste
2499,59FFC2DD,Préstamo Hipotecario,Bloqueado,2018-08-21,2023-03-15,42341.91,71053.13,22.37,BRL,Sucursal 17 - Norte
2500,D4552D30,Inversión a Plazo,Cerrado,2019-08-30,2019-12-26,40039.65,0,21.86,CLP,Sucursal 19 - Norte
2501,D4552D30,CDT,Inactivo,2022-06-09,2023-04-18,14791.42,0,19.18,JPY,Sucursal 12 - Sur
2502,D4552D30,Cuenta Ahorros,Cerrado,2023-11-25,,50474.92,0,0,CLP,Sucursal 3 - Este
2503,D4552D30,Cuenta Ahorros,En proceso de aprobación,2021-03-22,,2650.92,0,0,PEN,Sucursal 9 - Centro
2504,D5EB6E34,Leasing,Vencido,2022-05-11,,47047.75,0,0,JPY,Sucursal 17 - Norte
2505,08D5827F,Seguro Vida,Moroso,2020-05-20,,68369.13,0,0,BRL,Sucursal 19 - Norte
2506,08D5827F,Tarjeta Crédito,Cerrado,2023-11-09,2027-05-05,33774.27,98746.39,13.52,COP,Sucursal 1 - Oeste
2507,08D5827F,Fondo Mutuo,En proceso de aprobación,2019-01-29,2020-04-21,59842.57,0,10.76,MXN,Sucursal 14 - Norte
2508,08D5827F,Tarjeta Crédito,En proceso de aprobación,2023-01-24,2024-05-07,30162.42,73875.25,7.84,MXN,Sucursal 6 - Oeste
2509,7C4A0F16,Seguro Automóvil,Vencido,2020-01-07,,69889.77,0,0,JPY,Sucursal 4 - Norte
2510,4B16945B,Seguro Automóvil,Vencido,2019-01-11,,83520.11,0,0,MXN,Sucursal 7 - Norte
2511,4B16945B,Fondo Mutuo,Inactivo,2023-02-22,2023-09-01,52084.13,0,18.02,PEN,Sucursal 18 - Oeste
2512,4B16945B,Cuenta Ahorros,Activo,2019-08-01,,85321.93,0,0,USD,Sucursal 18 - Oeste
2513,4B16945B,Préstamo Automotriz,Vencido,2023-09-11,2025-01-20,49638.85,124358.04,10.96,CLP,Sucursal 17 - Norte
2514,4B16945B,CDT,Inactivo,2021-06-27,2023-12-02,97148.85,0,9.31,CLP,Sucursal 11 - Centro
2515,67FBE496,Préstamo Automotriz,Cancelado,2022-06-08,2026-11-24,11630.67,32589.73,3.79,PEN,Sucursal 15 - Sur
2516,67FBE496,Cuenta Corriente,Inactivo,2018-07-30,,5787.35,0,0,BRL,Sucursal 9 - Centro
2517,67FBE496,Cuenta Ahorros,Inactivo,2022-02-01,,25227.19,0,0,EUR,Sucursal 2 - Sur
2518,67FBE496,Seguro Vida,Vencido,2022-12-06,,71171.5,0,0,PEN,Sucursal 13 - Centro
2519,67FBE496,Leasing,Moroso,2022-02-12,,8515.34,0,0,BRL,Sucursal 7 - Norte
2520,D49CC6A6,Inversión a Plazo,Inactivo,2022-03-17,2024-05-20,76551.76,0,7.62,JPY,Sucursal 16 - Centro
2521,D49CC6A6,Seguro Vida,Activo,2020-05-26,,35538.92,0,0,CLP,Sucursal 16 - Centro
2522,D49CC6A6,Seguro Automóvil,Moroso,2022-01-03,,77014.42,0,0,BRL,Sucursal 11 - Centro
2523,D49CC6A6,Cuenta Corriente,Activo,2019-08-06,,22824.06,0,0,GBP,Sucursal 3 - Este
2524,28CC015F,Seguro Vida,Bloqueado,2018-08-04,,82302.15,0,0,MXN,Sucursal 17 - Norte
2525,C0BBF5CA,Seguro Hogar,Bloqueado,2018-06-28,,75347.25,0,0,ARS,Sucursal 7 - Norte
2526,0AE8D63F,Préstamo Hipotecario,En proceso de aprobación,2018-10-27,2021-11-02,9255.76,11386.13,22.15,COP,Sucursal 4 - Norte
2527,0AE8D63F,Préstamo Personal,Activo,2019-10-14,2022-07-08,27234.03,35939.0,9.7,CLP,Sucursal 2 - Sur
2528,380DBDC3,Cuenta Ahorros,En proceso de aprobación,2021-11-13,,95528.8,0,0,USD,Sucursal 15 - Sur
2529,E6173CA7,Leasing,Activo,2019-07-30,,36014.63,0,0,ARS,Sucursal 9 - Centro
2530,E6173CA7,Préstamo Automotriz,Moroso,2020-07-22,2024-05-28,35263.11,103484.18,9.67,MXN,Sucursal 4 - Norte
2531,E6173CA7,Cuenta Ahorros,Activo,2021-07-18,,77016.56,0,0,PEN,Sucursal 14 - Norte
2532,E6173CA7,Seguro Hogar,Activo,2022-12-26,,84573.37,0,0,EUR,Sucursal 6 - Oeste
2533,6B5A88FB,Préstamo Personal,Vencido,2021-07-07,2025-11-27,41731.55,72353.82,22.53,MXN,Sucursal 14 - Norte
2534,6B5A88FB,Préstamo Automotriz,Bloqueado,2021-11-04,2026-06-16,24041.48,43220.81,22.4,GBP,Sucursal 15 - Sur
2535,6B5A88FB,Cuenta Ahorros,En proceso de aprobación,2021-09-15,,76043.95,0,0,JPY,Sucursal 15 - Sur
2536,6B5A88FB,Seguro Hogar,Vencido,2023-08-04,,77519.33,0,0,CLP,Sucursal 4 - Norte
2537,6B5A88FB,Seguro Vida,Cerrado,2022-03-17,,69724.92,0,0,COP,Sucursal 19 - Norte
2538,5FD1FA3B,Tarjeta Crédito,Cerrado,2019-12-08,2020-07-08,26377.68,57374.8,8.62,MXN,Sucursal 15 - Sur
2539,E8072A33,CDT,Activo,2023-09-10,2023-10-14,80705.84,0,4.2,MXN,Sucursal 7 - Norte
2540,E8072A33,Cuenta Ahorros,Bloqueado,2019-10-01,,39542.26,0,0,COP,Sucursal 2 - Sur
2541,E8072A33,Cuenta Corriente,Activo,2018-09-03,,56821.57,0,0,CLP,Sucursal 6 - Oeste
2542,E8072A33,Seguro Vida,En proceso de aprobación,2020-08-21,,63659.4,0,0,ARS,Sucursal 12 - Sur
2543,E8072A33,Préstamo Personal,En proceso de aprobación,2020-01-01,2023-07-22,15499.9,30694.92,6.69,EUR,Sucursal 16 - Centro
2544,5504530E,Fondo Mutuo,Moroso,2021-11-22,2024-09-22,14166.58,0,14.39,PEN,Sucursal 4 - Norte
2545,5504530E,Seguro Automóvil,Cancelado,2022-08-09,,81668.59,0,0,GBP,Sucursal 6 - Oeste
2546,5504530E,Cuenta Corriente,Cancelado,2018-10-27,,18449.01,0,0,ARS,Sucursal 20 - Este
2547,5504530E,Préstamo Personal,Activo,2020-02-24,2021-10-24,47924.38,76119.47,10.72,PEN,Sucursal 14 - Norte
2548,5504530E,Leasing,Bloqueado,2021-04-01,,54659.59,0,0,GBP,Sucursal 13 - Centro
2549,127B3980,Préstamo Hipotecario,Cerrado,2021-08-01,2023-11-16,9588.68,26514.02,14.87,JPY,Sucursal 3 - Este
2550,127B3980,Fondo Mutuo,Activo,2021-05-14,2023-06-20,80043.51,0,19.89,COP,Sucursal 11 - Centro
2551,127B3980,Préstamo Automotriz,En proceso de aprobación,2021-10-24,2024-04-18,9702.28,16584.36,8.92,PEN,Sucursal 17 - Norte
2552,127B3980,CDT,Bloqueado,2023-09-14,2024-02-23,82493.64,0,13.02,PEN,Sucursal 20 - Este
2553,3FBE2490,Seguro Vida,Bloqueado,2020-05-06,,53706.48,0,0,USD,Sucursal 9 - Centro
2554,3FBE2490,Fondo Mutuo,Cerrado,2021-09-06,2023-07-03,82566.73,0,4.29,BRL,Sucursal 18 - Oeste
2555,3FBE2490,Seguro Vida,En proceso de aprobación,2018-10-23,,92070.27,0,0,ARS,Sucursal 20 - Este
2556,3FBE2490,Seguro Hogar,Cancelado,2022-12-10,,93303.03,0,0,BRL,Sucursal 11 - Centro
2557,3FBE2490,Cuenta Corriente,Moroso,2021-05-29,,4127.03,0,0,COP,Sucursal 1 - Oeste
2558,A029B05A,Préstamo Hipotecario,Vencido,2022-12-11,2024-11-10,6978.09,17877.3,3.45,EUR,Sucursal 14 - Norte
2559,A029B05A,Inversión a Plazo,Cerrado,2019-09-04,2021-12-10,96116.93,0,15.43,COP,Sucursal 15 - Sur
2560,A029B05A,Préstamo Personal,Bloqueado,2022-02-24,2027-01-02,18427.05,40335.97,20.0,COP,Sucursal 19 - Norte
2561,A029B05A,Préstamo Hipotecario,Moroso,2019-07-25,2023-02-22,25121.55,38180.76,10.7,CLP,Sucursal 16 - Centro
2562,A029B05A,Préstamo Automotriz,Inactivo,2019-03-10,2020-12-28,9025.84,11931.52,13.4,USD,Sucursal 6 - Oeste
2563,F96ACED6,Seguro Automóvil,Bloqueado,2021-05-15,,19377.16,0,0,USD,Sucursal 18 - Oeste
2564,F96ACED6,Leasing,Cerrado,2018-02-12,,95010.64,0,0,USD,Sucursal 12 - Sur
2565,F96ACED6,Fondo Mutuo,Inactivo,2018-12-12,2021-03-13,77692.76,0,23.57,BRL,Sucursal 1 - Oeste
2566,F96ACED6,Seguro Automóvil,En proceso de aprobación,2020-07-27,,35572.26,0,0,BRL,Sucursal 2 - Sur
2567,F49D86A9,Tarjeta Crédito,Bloqueado,2022-07-30,2024-06-17,46860.96,132793.09,16.22,PEN,Sucursal 8 - Oeste
2568,5A74E731,Tarjeta Crédito,En proceso de aprobación,2019-02-16,2020-09-20,5605.51,13258.71,12.25,JPY,Sucursal 8 - Oeste
2569,5A74E731,Seguro Vida,Activo,2021-05-20,,43106.25,0,0,MXN,Sucursal 20 - Este
2570,5A74E731,Préstamo Hipotecario,Cerrado,2022-06-27,2026-09-05,6623.27,16280.9,2.47,USD,Sucursal 12 - Sur
2571,5A74E731,Seguro Automóvil,Bloqueado,2018-12-26,,56723.78,0,0,BRL,Sucursal 9 - Centro
2572,5A74E731,CDT,En proceso de aprobación,2020-01-24,2020-12-13,26965.51,0,10.1,CLP,Sucursal 17 - Norte
2573,B7863E72,Seguro Vida,Cerrado,2021-08-04,,48331.53,0,0,COP,Sucursal 6 - Oeste
2574,B7863E72,Cuenta Corriente,En proceso de aprobación,2023-08-18,,61705.74,0,0,MXN,Sucursal 4 - Norte
2575,B7863E72,Cuenta Corriente,Cerrado,2023-09-28,,28003.85,0,0,CLP,Sucursal 9 - Centro
2576,BFC24F4D,Fondo Mutuo,Cancelado,2023-09-07,2024-11-14,96980.44,0,12.58,MXN,Sucursal 13 - Centro
2577,BFC24F4D,Leasing,Bloqueado,2021-11-10,,29229.3,0,0,MXN,Sucursal 10 - Norte
2578,BFC24F4D,Seguro Vida,Cancelado,2023-08-31,,83843.38,0,0,COP,Sucursal 12 - Sur
2579,A708D732,Cuenta Corriente,Activo,2019-12-17,,60181.63,0,0,CLP,Sucursal 19 - Norte
2580,A708D732,Inversión a Plazo,En proceso de aprobación,2021-07-04,2021-10-19,38171.12,0,18.98,CLP,Sucursal 9 - Centro
2581,A708D732,Seguro Hogar,Cancelado,2022-10-05,,96286.31,0,0,EUR,Sucursal 13 - Centro
2582,A708D732,Leasing,Inactivo,2023-07-30,,76251.58,0,0,GBP,Sucursal 3 - Este
2583,0605906F,Seguro Vida,Activo,2021-08-28,,36123.81,0,0,EUR,Sucursal 17 - Norte
2584,0605906F,CDT,Bloqueado,2018-08-15,2020-07-17,72061.05,0,12.87,BRL,Sucursal 19 - Norte
2585,0605906F,Préstamo Hipotecario,Moroso,2022-05-01,2026-05-26,17230.33,31606.32,13.06,MXN,Sucursal 6 - Oeste
2586,098160AA,CDT,Cerrado,2023-11-19,2025-11-13,40672.63,0,14.97,GBP,Sucursal 13 - Centro
2587,3A06E8BB,Fondo Mutuo,Cerrado,2020-03-10,2021-03-26,79061.89,0,0.5,EUR,Sucursal 11 - Centro
2588,3A06E8BB,CDT,Vencido,2018-11-17,2021-06-23,36701.37,0,16.04,ARS,Sucursal 1 - Oeste
2589,3A06E8BB,Cuenta Corriente,Cancelado,2021-12-24,,21872.4,0,0,PEN,Sucursal 16 - Centro
2590,B152A1E1,Seguro Automóvil,Cancelado,2023-03-16,,87984.36,0,0,CLP,Sucursal 4 - Norte
2591,B152A1E1,Tarjeta Crédito,Activo,2022-09-17,2024-03-01,2530.01,5864.36,4.66,USD,Sucursal 3 - Este
2592,B152A1E1,Seguro Hogar,En proceso de aprobación,2023-12-02,,86768.97,0,0,CLP,Sucursal 13 - Centro
2593,B152A1E1,Seguro Automóvil,Cerrado,2021-09-26,,36636.81,0,0,ARS,Sucursal 20 - Este
2594,A102D7BF,Préstamo Hipotecario,Inactivo,2022-09-26,2025-06-03,32795.51,59628.87,9.16,PEN,Sucursal 16 - Centro
2595,A102D7BF,Cuenta Ahorros,En proceso de aprobación,2020-04-10,,12493.61,0,0,MXN,Sucursal 2 - Sur
2596,A102D7BF,CDT,Vencido,2018-05-25,2019-03-30,56318.47,0,4.36,EUR,Sucursal 4 - Norte
2597,A102D7BF,Préstamo Personal,Activo,2021-10-03,2024-01-11,47775.8,60187.14,1.45,MXN,Sucursal 11 - Centro
2598,A102D7BF,Seguro Automóvil,Cerrado,2023-04-26,,14290.88,0,0,PEN,Sucursal 1 - Oeste
2599,4409790D,Leasing,Cerrado,2021-08-20,,31896.03,0,0,CLP,Sucursal 15 - Sur
2600,4409790D,Tarjeta Crédito,Activo,2019-01-22,2023-05-14,27086.93,80477.82,24.05,COP,Sucursal 8 - Oeste
2601,4409790D,Préstamo Personal,Activo,2021-09-04,2025-05-12,19775.12,29430.01,4.76,MXN,Sucursal 17 - Norte
2602,4409790D,Leasing,En proceso de aprobación,2021-03-28,,95684.78,0,0,JPY,Sucursal 12 - Sur
2603,4409790D,Préstamo Hipotecario,En proceso de aprobación,2023-07-04,2026-08-02,47225.73,131453.76,17.98,COP,Sucursal 10 - Norte
2604,EBC19672,Seguro Automóvil,Bloqueado,2023-07-10,,922.35,0,0,JPY,Sucursal 2 - Sur
2605,EBC19672,Cuenta Ahorros,Activo,2020-05-12,,93151.01,0,0,COP,Sucursal 2 - Sur
2606,EBC19672,Cuenta Ahorros,Cerrado,2018-03-05,,61471.27,0,0,COP,Sucursal 5 - Oeste
2607,EBC19672,Tarjeta Crédito,Activo,2023-02-24,2026-06-24,32726.15,74225.66,22.83,EUR,Sucursal 5 - Oeste
2608,EBC19672,Seguro Hogar,Moroso,2022-01-07,,15402.75,0,0,BRL,Sucursal 12 - Sur
2609,3367BA88,Préstamo Personal,En proceso de aprobación,2020-02-09,2023-09-23,19307.68,24596.86,9.22,MXN,Sucursal 4 - Norte
2610,3367BA88,Seguro Hogar,Activo,2023-06-01,,50501.64,0,0,MXN,Sucursal 6 - Oeste
2611,3367BA88,Préstamo Personal,Vencido,2022-08-29,2024-06-21,33927.5,85125.49,24.52,EUR,Sucursal 14 - Norte
2612,3367BA88,Préstamo Personal,Vencido,2019-01-06,2021-08-22,8240.39,19447.04,19.66,USD,Sucursal 9 - Centro
2613,08A41983,Préstamo Personal,Vencido,2018-09-05,2021-09-18,35965.69,81115.1,15.7,EUR,Sucursal 8 - Oeste
2614,08A41983,Seguro Automóvil,Vencido,2023-04-25,,28140.11,0,0,ARS,Sucursal 1 - Oeste
2615,C7958400,Seguro Automóvil,Activo,2021-05-22,,45975.47,0,0,ARS,Sucursal 20 - Este
2616,C7958400,Seguro Automóvil,Bloqueado,2023-08-17,,72510.52,0,0,JPY,Sucursal 13 - Centro
2617,C7958400,Cuenta Ahorros,Bloqueado,2021-03-20,,46875.46,0,0,MXN,Sucursal 1 - Oeste
2618,C7958400,Seguro Vida,Cerrado,2022-10-29,,88004.96,0,0,COP,Sucursal 15 - Sur
2619,C7958400,Préstamo Automotriz,Activo,2022-10-30,2024-12-14,43320.65,117643.17,12.41,CLP,Sucursal 2 - Sur
